0,1,2,3
"('PlaceId', 'ChIJD5tQfqEHdkgR0S4ZAz_UNqU')","('PhoneNumber', '')","('Email', 'ask@houseoftutors.co.uk')","('Url', 'https://adminportal.houseoftutors.co.uk/')"
"('PlaceId', 'ChIJD5tQfqEHdkgR0S4ZAz_UNqU')","('PhoneNumber', '')","('Email', '')","('Url', 'https://parentportal.houseoftutors.co.uk/')"
"('PlaceId', 'ChIJD5tQfqEHdkgR0S4ZAz_UNqU')","('PhoneNumber', '')","('Email', '')","('Url', 'https://thehouseofit.co.uk/')"
"('PlaceId', 'ChIJD5tQfqEHdkgR0S4ZAz_UNqU')","('PhoneNumber', '')","('Email', '')","('Url', 'https://hoftschildcare.co.uk/')"
"('PlaceId', 'ChIJD5tQfqEHdkgR0S4ZAz_UNqU')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.facebook.com/houseoftutorsuk')"
"('PlaceId', 'ChIJD5tQfqEHdkgR0S4ZAz_UNqU')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.instagram.com/houseoftutorss/')"
"('PlaceId', 'ChIJD5tQfqEHdkgR0S4ZAz_UNqU')","('PhoneNumber', '')","('Email', '')","('Url', 'https://studentportal.houseoftutors.co.uk/')"
"('PlaceId', 'ChIJD5tQfqEHdkgR0S4ZAz_UNqU')","('PhoneNumber', '')","('Email', '')","('Url', 'https://twitter.com/HouseOfTutorsUk')"
"('PlaceId', 'ChIJd7Fyxy33eUgRHV2jDlFdBzc')","('PhoneNumber', '07906 281003')","('Email', '')","('Url', 'https://www.mrsobrienmathstuition.com')"
"('PlaceId', 'ChIJd7Fyxy33eUgRHV2jDlFdBzc')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.mrsobrienmathstuition.com/contact')"
"('PlaceId', 'ChIJd7OqeqBne0gRgTXj9J_h-74')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.firsttutors.com/uk/register/tutor/')"
"('PlaceId', 'ChIJd7OqeqBne0gRgTXj9J_h-74')","('PhoneNumber', '')","('Email', '')","('Url', 'http://www.edunation.co.uk/')"
"('PlaceId', 'ChIJd7OqeqBne0gRgTXj9J_h-74')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.firsttutors.com/uk/contact-us/')"
"('PlaceId', 'ChIJd7OqeqBne0gRgTXj9J_h-74')","('PhoneNumber', '')","('Email', '')","('Url', 'https://twitter.com/firsttutors')"
"('PlaceId', 'ChIJd7OqeqBne0gRgTXj9J_h-74')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.nerdy.com')"
"('PlaceId', 'ChIJd8fUtYYcdkgRNYWp-YBn7yc')","('PhoneNumber', '+442070978556')","('Email', '442070978556info@hackneyspanish.com')","('Url', 'https://www.instagram.com/p/C86Hq-ioj_4/')"
"('PlaceId', 'ChIJd8fUtYYcdkgRNYWp-YBn7yc')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.instagram.com/hackneyspanish/')"
"('PlaceId', 'ChIJd8fUtYYcdkgRNYWp-YBn7yc')","('PhoneNumber', '')","('Email', '')","('Url', 'http://www.meetup.com/HACKNEYSPANISH/')"
"('PlaceId', 'ChIJd8fUtYYcdkgRNYWp-YBn7yc')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.instagram.com/p/C9JrSbYI1Tt/')"
"('PlaceId', 'ChIJd8fUtYYcdkgRNYWp-YBn7yc')","('PhoneNumber', '')","('Email', '')","('Url', 'https://twitter.com/hackneyspanish')"
"('PlaceId', 'ChIJd8fUtYYcdkgRNYWp-YBn7yc')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.instagram.com/p/C8d0vMXo-a5/')"
"('PlaceId', 'ChIJd8fUtYYcdkgRNYWp-YBn7yc')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.instagram.com/p/C8qscAqICUP/')"
"('PlaceId', 'ChIJD8TFQytleUgRH1E2v_qhNQc')","('PhoneNumber', '07929 416167')","('Email', '')","('Url', 'http://www.themarketinghub.net')"
"('PlaceId', 'ChIJD8w2wIggeEgREwsztq6aySI')","('PhoneNumber', '')","('Email', '489400info@stamfordacademy.co.uk')","('Url', 'https://stamfordacademy.co.uk/one-to-one-english/')"
"('PlaceId', 'ChIJD8w2wIggeEgREwsztq6aySI')","('PhoneNumber', '')","('Email', '')","('Url', 'https://stamfordacademy.co.uk/language-courses/')"
"('PlaceId', 'ChIJD8w2wIggeEgREwsztq6aySI')","('PhoneNumber', '')","('Email', '')","('Url', 'https://stamfordacademy.co.uk/accommodation/')"
"('PlaceId', 'ChIJD8w2wIggeEgREwsztq6aySI')","('PhoneNumber', '')","('Email', '')","('Url', 'https://stamfordacademy.co.uk/about/')"
"('PlaceId', 'ChIJD8w2wIggeEgREwsztq6aySI')","('PhoneNumber', '')","('Email', '')","('Url', 'https://stamfordacademy.co.uk/about/facilities/')"
"('PlaceId', 'ChIJD8w2wIggeEgREwsztq6aySI')","('PhoneNumber', '')","('Email', '')","('Url', 'https://stamfordacademy.co.uk/about/stamford/')"
"('PlaceId', 'ChIJD8w2wIggeEgREwsztq6aySI')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.facebook.com/stamfordacademy.co.uk')"
"('PlaceId', 'ChIJD8w2wIggeEgREwsztq6aySI')","('PhoneNumber', '')","('Email', '')","('Url', 'https://stamfordacademy.co.uk/summer-shakespeare/')"
"('PlaceId', 'ChIJD8w2wIggeEgREwsztq6aySI')","('PhoneNumber', '')","('Email', '')","('Url', 'https://twitter.com/stamfordAcademy')"
"('PlaceId', 'ChIJD8w2wIggeEgREwsztq6aySI')","('PhoneNumber', '')","('Email', '')","('Url', 'https://stamfordacademy.co.uk/11plus/')"
"('PlaceId', 'ChIJD8w2wIggeEgREwsztq6aySI')","('PhoneNumber', '')","('Email', '')","('Url', 'https://stamfordacademy.co.uk/groups/')"
"('PlaceId', 'ChIJD8w2wIggeEgREwsztq6aySI')","('PhoneNumber', '')","('Email', '')","('Url', 'https://stamfordacademy.co.uk/datesandfees/')"
"('PlaceId', 'ChIJD8w2wIggeEgREwsztq6aySI')","('PhoneNumber', '')","('Email', '')","('Url', 'https://stamfordacademy.co.uk/contact/')"
"('PlaceId', 'ChIJD8w2wIggeEgREwsztq6aySI')","('PhoneNumber', '')","('Email', '')","('Url', 'https://stamfordacademy.co.uk/adult-english/')"
"('PlaceId', 'ChIJD8w2wIggeEgREwsztq6aySI')","('PhoneNumber', '')","('Email', '')","('Url', 'https://stamfordacademy.co.uk/gallery/')"
"('PlaceId', 'ChIJD8w2wIggeEgREwsztq6aySI')","('PhoneNumber', '')","('Email', '')","('Url', 'https://stamfordacademy.co.uk/')"
"('PlaceId', 'ChIJD8w2wIggeEgREwsztq6aySI')","('PhoneNumber', '')","('Email', '')","('Url', 'https://stamfordacademy.co.uk/opportunities/')"
"('PlaceId', 'ChIJD8w2wIggeEgREwsztq6aySI')","('PhoneNumber', '')","('Email', '')","('Url', 'https://stamfordacademy.co.uk/about/getting-here/')"
"('PlaceId', 'ChIJD8w2wIggeEgREwsztq6aySI')","('PhoneNumber', '')","('Email', '')","('Url', 'http://stamfordacademy.co.uk/')"
"('PlaceId', 'ChIJD8w2wIggeEgREwsztq6aySI')","('PhoneNumber', '')","('Email', '')","('Url', 'https://stamfordacademy.co.uk/privacy-policy/')"
"('PlaceId', 'ChIJd9kE1ngFdkgRS5bTrjyKvoo')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.mylanguagetuition.com')"
"('PlaceId', 'ChIJd9kE1ngFdkgRS5bTrjyKvoo')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.mylanguagetuition.com/about')"
"('PlaceId', 'ChIJd9kE1ngFdkgRS5bTrjyKvoo')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.mylanguagetuition.com/13-exam')"
"('PlaceId', 'ChIJd9kE1ngFdkgRS5bTrjyKvoo')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.mylanguagetuition.com/contact')"
"('PlaceId', 'ChIJd9kE1ngFdkgRS5bTrjyKvoo')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.mylanguagetuition.com/group-lessons')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/cy')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/our-courses')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/our-college/awards')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/open-events')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/support')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/our-courses/faqs')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/student-life/alumni')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://twitter.com/coleggwent')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.linkedin.com/company/coleggwent')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/news/estyn')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/news')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/employers/news')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.tiktok.com/@coleggwent')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/our-courses/esol')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/employers/funding')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/contact')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/accessibility')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/never-too-late')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/support/cg-support')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.youtube.com/user/coleggwent')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/support/transition')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/estates-developments')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/our-college/why-us')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/support/travel')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/student-life')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.instagram.com/coleggwent/')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/support/learning')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/campuses/crosskeys')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/employers/about')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/news/aww24')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/privacy-policy')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/news/net-zero-carbon')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/news/multi-sports')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/our-college/campuses')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/employers/contact')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.facebook.com/ColegGwent')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/campuses/usk')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/employers')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/make-it')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/cookies')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/our-college')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/course-search')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/news/qaa')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/mailing-list-signup')"
"('PlaceId', 'ChIJDbwkksIfbkgRQ2FemL1gR88')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.coleggwent.ac.uk/work-for-us')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '07577 505269')","('Email', '')","('Url', 'https://www.kumon.co.uk/our-programmes/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://cz.kumon.eu/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://pl.kumon.eu/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.com/cr-es/home')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.cl')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.org/pakistan/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/about/careers/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/about/media-room/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/privacy-policy/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.org/zambia/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'http://au.kumonglobal.com')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'http://in.kumonglobal.com/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/success-stories/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.com/pa-en/home')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.at/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.com.pe')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.com.br')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.hu/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.com/ca-en/home')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'http://nz.kumonglobal.com')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://nl.kumon.eu/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/franchising/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.es/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.com/mx-es/home')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://ch.kumon.org/en/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.de/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.gr/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.org/botswana/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/about/epi-findings/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/about/our-history/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://be.kumon.eu/en/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.com.bo')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'http://th.kumonglobal.com/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/site-map/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/blog/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.com')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.com.co')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.com.uy/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.lu/en/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.org/dubai/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/search/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.com.ar/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'http://id.kumonglobal.com/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/about/our-method/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/contact/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/our-programmes/maths/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/kumon-connect/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.it/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.com.ro/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'http://www.kumon.ne.jp/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.ad/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.ie')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'http://ph.kumonglobal.com/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.facebook.com/Kumon.UK/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.instagram.com/kumon_uk_and_ireland/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.bg/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'http://www.kumon.com.cn/zh-cn/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.org/kenya/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/about/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.fr/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/our-programmes/english/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.org/namibia/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.pt')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.za/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'http://sg.kumonglobal.com/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/terms/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.org/bahrain/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/find-a-tutor/contact/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'http://my.kumonglobal.com/')"
"('PlaceId', 'ChIJDdIZz7UF2UcRcOFKIT24AiA')","('PhoneNumber', '')","('Email', '')","('Url', 'http://vn.kumonglobal.com/')"
"('PlaceId', 'ChIJDf0ev6FGiEgREPbfcNikaE0')","('PhoneNumber', '')","('Email', '')","('Url', 'http://www.bujinkan-edinburgh.co.uk/')"
"('PlaceId', 'ChIJDf0ev6FGiEgREPbfcNikaE0')","('PhoneNumber', '')","('Email', '')","('Url', 'http://bujinkan-huddersfield.co.uk')"
"('PlaceId', 'ChIJDf0ev6FGiEgREPbfcNikaE0')","('PhoneNumber', '')","('Email', '')","('Url', 'http://www.bujinkan.com/')"
