Topics,Topic Text,distributions,Unique Words,Text
"[(3, 0.99402195)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(3, 0.9940221)]",,"I cannot express enough how fantastic my experience has been at Factory. From the moment I walked through the doors, I felt welcomed and encouraged. Adam and the other coaches here are not just experts in BJJ but also fantastic teachers. They break down complex techniques into manageable steps, making it accessible for beginners while challenging advanced practitioners to push their limits.

The facilities are superb. It's clean, well-maintained, and has all the equipment you could possibly need. They've created a safe and inclusive environment where people of all skill levels and backgrounds can come together to learn and grow.

What I think sets Factory apart is the sense of camaraderie among the members. Everyone is genuinely supportive and willing to help each other improve. It might sound cheesy but It's not just a gym, it's a family. Training here has not only improved my physical fitness but also my mental resilience and confidence.

The class schedules are flexible, with days and evening classes accommodating even the busiest of schedules. Whether you're a working professional, a student, or a parent, you'll find a suitable class time.

In addition to regular classes, Factory offers various seminars and special events. These are incredible opportunities to learn from world-class instructors and deepen your knowledge of Brazilian Jiu-Jitsu.

If you're considering learning BJJ, I highly recommend giving Factory a try. I'm proud to be a part of this incredible community, and I look forward to many more years of training and growth here."
"[(1, 0.9864917)]","(1, '0.013*""food"" + 0.011*""really"" + 0.010*""italian"" + 0.010*""good"" + 0.009*""restaurant""')","[(1, 0.98649174)]",,"I like this Brazilian jiu-jitsu school! It has kids and adult sessions. My son Muhammad goes for lessons there. Price only £5 per session and you can go there once or twice a week or pay £35 per month it is up to you. They has a good quality jiu-jitsu uniform for sell you don't need find it on eBay or Amazon. I'd like to say to my son's couch Lucio Dos Santos many thanks because he is big professional and he knows his job perfectly I like how he teaching my son every session I stay inside the school and I see how he doing his great work with my son and all children. Kind regards, Anzor A. 🙂🖐️"
"[(3, 0.96644175)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(3, 0.96643746)]",,My family and I have trained all over the world and know from experience that there is no better place to train. This is a fantastic Brazilian Jiu-jitsu gym with classes for the whole family. If you are looking for an interesting hobby to get you fit or want to be a serious competitor this gym has it all.
"[(0, 0.027838914), (1, 0.027921254), (2, 0.8604244), (3, 0.028148916), (4, 0.027802866), (5, 0.02786361)]","(2, '0.017*""great"" + 0.012*""good"" + 0.011*""tour"" + 0.010*""staff"" + 0.010*""recommend""')","[(0, 0.027838925), (1, 0.02792129), (2, 0.8604129), (3, 0.028160386), (4, 0.027802873), (5, 0.027863631)]",,"The coaches are amazing.
Would recommend for any level."
"[(0, 0.9858147)]","(0, '0.013*""place"" + 0.008*""great"" + 0.008*""staff"" + 0.008*""friendly"" + 0.005*""bjj""')","[(0, 0.9858144)]",,"Amazing Brazilian Jiu-Jitsu Gym that offers a fantastic range of Gi and No-Gi Classes throughout the week. Lots of time on the mats rolling and detailed tutorials from experienced instructors have made it the perfect place to improve my BJJ.

The club’s atmosphere is fun and welcoming and there is a real drive to improve and get better that runs through the club, this comes from Steve Henshall whose BJJ knowledge and personality as an instructor is top drawer.

I have been a member for 6 Months now and the classes are the highlight of my week. If you are looking for a BJJ Gym in Manchester I recommend you check this place out."
"[(3, 0.95572525)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(3, 0.95572495)]",,Great gym with a great coach and a fantastic atmosphere. Not to mention high level good Jiu jitsu. Great place to learn can’t recommend it enough!
"[(0, 0.525053), (1, 0.011158622), (2, 0.4301704), (3, 0.011190137), (4, 0.0112598585), (5, 0.011167979)]","(0, '0.013*""place"" + 0.008*""great"" + 0.008*""staff"" + 0.008*""friendly"" + 0.005*""bjj""')","[(0, 0.52504873), (1, 0.011158622), (2, 0.430175), (3, 0.011190135), (4, 0.011259536), (5, 0.011167978)]",,"A great place to learn Brazilian jiu jitsu, safe, structured with a great curriculum. The added bonus is the people are great too 👍"
"[(0, 0.015298296), (1, 0.015252409), (2, 0.015257975), (3, 0.9237135), (4, 0.015208907), (5, 0.015268883)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(0, 0.015295619), (1, 0.015252401), (2, 0.015257969), (3, 0.92371625), (4, 0.0152089065), (5, 0.015268875)]",,Great knowledge and technique classes. Friendly folks too. Good for beginners or experienced practitioners.
"[(3, 0.95342076)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(3, 0.95342207)]",,"Great Gym for learning Brazilian Jiu-Jitsu. Teachers are great, knowledgeable and really friendly which shows with the students there. Everyone is really friendly and helpful, looking out for each other."
"[(0, 0.016749743), (1, 0.016697902), (2, 0.9163188), (3, 0.01678783), (4, 0.016715705), (5, 0.016730087)]","(2, '0.017*""great"" + 0.012*""good"" + 0.011*""tour"" + 0.010*""staff"" + 0.010*""recommend""')","[(0, 0.01674972), (1, 0.0166979), (2, 0.9163218), (3, 0.0167848), (4, 0.016715704), (5, 0.016730083)]",,"very knowlegble and Friendly coach , a great atmosphere and fun workout! Highly recommended!!"
"[(1, 0.97670543)]","(1, '0.013*""food"" + 0.011*""really"" + 0.010*""italian"" + 0.010*""good"" + 0.009*""restaurant""')","[(1, 0.9767052)]",,"Fantastic place to train Brazilian jiu-jitsu. I have been part of the school for many years and the school is especially amazing for beginners who have never done bjj before. The amount of new comers who become really good at bjj is really high.

Not only that but the environment and culture is just amazing. The teaching is well balanced with technique and sparring and nothing is rushed."
"[(0, 0.94759095), (1, 0.010472374), (2, 0.010485926), (3, 0.010505402), (4, 0.01049678), (5, 0.010448554)]","(0, '0.013*""place"" + 0.008*""great"" + 0.008*""staff"" + 0.008*""friendly"" + 0.005*""bjj""')","[(0, 0.94759077), (1, 0.010472372), (2, 0.010485928), (3, 0.01050558), (4, 0.010496778), (5, 0.010448553)]",,"Great place to pick up a new hobby. If you want to learn Brazilian Jiu-jitsu, this is the place to be. Great atmosphere and even greater people 🤙🤙"
"[(0, 0.46598986), (3, 0.52085906)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(0, 0.46598837), (3, 0.5208606)]",,"Gracie Barra Warrington is an amazing academy with an excellent team of high level coaches. It doesn't matter who you are, where you come from or what your background is, everyone is welcome here.

I've been training at the academy for about two years now and the community is brilliant with lots of support.

If you're interested in giving Brazilian Jiu Jitsu a try, I highly recommend checking out the academy. For just £1, you can book your first week and get Gi/No-Gi hire included. It's a great way to see what the academy is all about and feel the benefits of BJJ for yourself."
"[(3, 0.98978674)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(3, 0.98978674)]",,"I joined RGA Salford about 12 months ago and was brand new to Brazilian Jujitsu, so didn’t really know what to expect.

Straight away you’re made to feel welcome by professor Mike and his coaches, and there is a great atmosphere in the gym.

The lessons are brilliant and everything is explained in a way that makes it easy for brand new white belts to understand.

The higher belts are always happy to offer advice and encouragement to new starters, and it makes you feel like part of the team from day 1.

Whether you’re just looking to train improve your health & fitness, or want to train seriously to compete, I can’t recommend the place highly enough.

As soon as my kids are old enough I’ll be signing them up to the junior classes!

Thanks Mike & the team at RGA Salford!"
"[(0, 0.5065583), (2, 0.45805293)]","(0, '0.013*""place"" + 0.008*""great"" + 0.008*""staff"" + 0.008*""friendly"" + 0.005*""bjj""')","[(0, 0.50653416), (2, 0.45807776)]",,"Trained here a few years ago and wish I was back. Great instructors, very supportive and made some good friends too. Overall just a great place to learn if you're interested in bjj"
"[(0, 0.016888566), (1, 0.016752139), (2, 0.016723381), (3, 0.9160533), (4, 0.016746737), (5, 0.016835902)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(0, 0.016884986), (1, 0.016752133), (2, 0.016723378), (3, 0.91605693), (4, 0.016746733), (5, 0.016835887)]",,Fantastic and Friendly way for your Children to learn confidence and how to defend themselves through Jiu Jitsu 🙏👊🦂
"[(3, 0.9650098)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(3, 0.96501267)]",,"I’ve been training at Gracie Barra Horwich for over 2 years now and can’t recommend it enough. Professor Ian and all the other  professors have helped me improve my jiu jitsu so much. Great vibes, great atmosphere and a great team."
"[(4, 0.9700637)]","(4, '0.023*""staff"" + 0.020*""helpful"" + 0.017*""recycling"" + 0.014*""well"" + 0.012*""waste""')","[(4, 0.97006303)]",,"Once you join you are part of the family. Great instructors across the board, really friendly training partners always looking to help you get better. Really fun environment to learn self defense techniques and build your confidence and character as a person!"
"[(0, 0.94424635), (1, 0.0111587215), (2, 0.011145154), (3, 0.011171478), (4, 0.011154843), (5, 0.011123463)]","(0, '0.013*""place"" + 0.008*""great"" + 0.008*""staff"" + 0.008*""friendly"" + 0.005*""bjj""')","[(0, 0.94424415), (1, 0.011158728), (2, 0.01114516), (3, 0.01117368), (4, 0.011154849), (5, 0.011123465)]",,"Brilliant place to learn Brazilian Jiu Jitsu, both myself and my daughter regularly attend classes.

Really friendly and supportive atmosphere"
"[(0, 0.010443721), (1, 0.010456427), (2, 0.010437695), (3, 0.94768184), (4, 0.010522191), (5, 0.010458154)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(0, 0.010443723), (1, 0.010456429), (2, 0.010437697), (3, 0.9476799), (4, 0.010524161), (5, 0.0104581565)]",,"I switched my energy supplier through Love Energy Savings, Ismail Essa was great, very informative and knowledgeable, easy to deal with, I will defiantly use them again."
"[(3, 0.95592666)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(3, 0.95592386)]",,Excellent service from Jayde Smith and Shoaib Khan who sorted me out with a new energy deal I was happy with in minutes and beat the price of my current supplier. A great experience!
"[(0, 0.8140559), (4, 0.15538803)]","(0, '0.013*""place"" + 0.008*""great"" + 0.008*""staff"" + 0.008*""friendly"" + 0.005*""bjj""')","[(0, 0.8140543), (4, 0.1553897)]",,Sho Khan dealt with my queries of changing energy supplier and he  was extremely helpful as He  navigated me through various energy deals and he found the best one to save  a lot of money on our energy bills.
"[(1, 0.96006006)]","(1, '0.013*""food"" + 0.011*""really"" + 0.010*""italian"" + 0.010*""good"" + 0.009*""restaurant""')","[(1, 0.960058)]",,"I've placed a number of business contracts with Crown. They don't always win on price but personal customer service and quick response is consistent, a rarity in today's energy market."
"[(3, 0.96360385)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(3, 0.96360415)]",,"call answered straight away by someone really helpful. She then passed me through to Natasha who was equally helpful.
Easiest energy company I have dealt with in years.  Hope they take on electricity soon so we can move our account over"
"[(3, 0.97794825)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(3, 0.97794735)]",,Beta energy is one of the best company in uk with best energy prices. It’s a wonderful experience to work with them. They provide best deals and many more stuff like card machines and buisness insurances etc. And specially MR ALI is a great guy. He deal with all the problems very professionally. Many thanks for your great service. Keep it up guys. 👏
"[(3, 0.97199124)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(3, 0.97199005)]",,"I was struggling my electric on going issue with my supplier British Gas , I was being charged for precision tenants usage ,Beta energy made sure I only paid what I used , then got me a new supplier with better rates , so being a business owner I’ll go with company who I can trust and believe"
"[(1, 0.9785179)]","(1, '0.013*""food"" + 0.011*""really"" + 0.010*""italian"" + 0.010*""good"" + 0.009*""restaurant""')","[(1, 0.9785176)]",,"We struggled with our gas and electric existing suppliers for our business ,Beta energy helped us to arrange a switch to better rates. Plus after that they got us a gprs card terminals for our business, recently they got us better fibre Internet deal
Thank you Beta from Pasha Restaurant For helping us a lot in running our business smoothly."
"[(0, 0.033518065), (1, 0.83199114), (2, 0.03349539), (3, 0.033742517), (4, 0.03345815), (5, 0.03379471)]","(1, '0.013*""food"" + 0.011*""really"" + 0.010*""italian"" + 0.010*""good"" + 0.009*""restaurant""')","[(0, 0.033517987), (1, 0.83201283), (2, 0.03349531), (3, 0.033738576), (4, 0.033458102), (5, 0.03377721)]",,Very good and helped me with my energy switch
"[(4, 0.95992506)]","(4, '0.023*""staff"" + 0.020*""helpful"" + 0.017*""recycling"" + 0.014*""well"" + 0.012*""waste""')","[(4, 0.9599187)]",,"Fantastic, saved 50|% on my electric costs and was even cheaper than going directly to the supplier it’s Very helpful in helping with the energy market and finding us the best deal and the staff very nice.
Thank you"
"[(0, 0.011225414), (1, 0.011211958), (2, 0.011150834), (3, 0.94389033), (4, 0.011284968), (5, 0.011236503)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(0, 0.011225401), (1, 0.011211947), (2, 0.0111508295), (3, 0.9438962), (4, 0.011279211), (5, 0.011236488)]",,Saved a 30 year old family business from going under. Surprisingly found us a deal that was cheaper than a quote directly from the supplier.
"[(2, 0.96011937)]","(2, '0.017*""great"" + 0.012*""good"" + 0.011*""tour"" + 0.010*""staff"" + 0.010*""recommend""')","[(2, 0.96011865)]",,"Slightly delayed (due to stock issues) but otherwise impeccable installation.

Engineer was happy and able to answer my questions, and I will use them should I ever decide to add battery storage to my setup"
"[(3, 0.95341676)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(3, 0.95340943)]",,Great service found the best deal quickly and efficiently.  Very helpful customer service.  Would recommend them highly for finding  cheap energy suppliers.
"[(4, 0.9805274)]","(4, '0.023*""staff"" + 0.020*""helpful"" + 0.017*""recycling"" + 0.014*""well"" + 0.012*""waste""')","[(4, 0.9805273)]",,Had a phone call from Greg last week and he explained the various options available to us since Green Energy stopped trading and EDF took over. They had put us on a variable tariff and Greg advised us of our options with other suppliers. We settled on a new supplier and on a tariff which will suit us very well. Thank you Greg for spending your time explaining everything so thoroughly. Regards.....Tom Welsh
"[(1, 0.9534022)]","(1, '0.013*""food"" + 0.011*""really"" + 0.010*""italian"" + 0.010*""good"" + 0.009*""restaurant""')","[(1, 0.95340335)]",,"Yes I’m so happy good service. We are an energy comparison service search the energy market and sources the cheapest tariffs and most exclusive rates.
Thank you.."
"[(4, 0.9948077)]","(4, '0.023*""staff"" + 0.020*""helpful"" + 0.017*""recycling"" + 0.014*""well"" + 0.012*""waste""')","[(4, 0.9948076)]",,"I'd advise to avoid where possible.

On the 2nd April 2024, we reached out to Utility Bidder in order to assist us in finding a better rate for our gas and electric supplier at our commercial property.

I spoke with, who I thought, was a great member of staff - really helpful. Little did I know, it was just part of their sales tactics.

They first started by getting the best possible prices from our current supplier, before tendering our requirements out to their network.

Within a few minutes, she come back to me with prices (which weren't too bad in all honesty).

In the meantime, I said I was going to be speaking to my existing supplier to find out their best prices - the colleague I spoke with informed me she already had done, and they were the initial prices and not to contact them (I was confused as to who she spoke with initially).

In the meantime, I'd already poke with my existing supplier and requested a price from them, but because their member of staff told me that they'd alreadyspoke to them and got the prices, I continued to enter an agreement with Utility Bidder and our new supplier.

I then received the prices from my current supplier, who came in a A LOT cheaper than Utility Bidder had actually told me (when I mean cheaper, I mean over 75%). When I queried this, I was informed by their customer service that my supplier wouldn't put me on this contract due to me having a low credit score (due to being a new business).

I checked with my supplier if the credit check would impact the decision on me taking out this new contract, where I was informed that the credit check WOULD NOT impact the new prices and contract.

So, in conclusion - I was lied to by two members of Utility Bidder's staff in order to get me to stick with them, than my existing supplier.

If you do use them, do your own due diligence and ignore what they say until you have your own evidence to show that they are cheaper."
"[(0, 0.01669899), (1, 0.016711198), (2, 0.016841203), (3, 0.016832111), (4, 0.016738731), (5, 0.9161778)]","(5, '0.009*""energy"" + 0.008*""time"" + 0.006*""service"" + 0.006*""lovely"" + 0.006*""great""')","[(0, 0.016699), (1, 0.016711209), (2, 0.016843352), (3, 0.016842037), (4, 0.016738752), (5, 0.91616565)]",,"Great company,have used them a couple of times and their customer service is second to none"
"[(3, 0.9711003)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(3, 0.971105)]",,Prices with Utility Bidder were significantly cheaper compared to going direct to the supplier. Tracy Bond helped me throughout the process and had great customer service skills. She provided professional support throughout and called me back when she had promised. Would highly recommend.
"[(3, 0.950763)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(3, 0.9507653)]",,"Great company to deal with, excellent customer service and competitive rates. I have just renewed again with them for my business Buba-Licious Ltd and the process was so easy. Highly Recommended"
"[(5, 0.99600273)]","(5, '0.009*""energy"" + 0.008*""time"" + 0.006*""service"" + 0.006*""lovely"" + 0.006*""great""')","[(5, 0.9960026)]",,"I run a small Company with high gas usage and received the enclosed:

""We recently sent this email to you which unfortunately was missing some elements of your account's details, please find below your revised update.

As you know, the last year has been extremely challenging for all businesses. One such impact of these exceptional events is that they have created significant additional costs for the supply of your energy. We have done everything we can to mitigate this financial impact and to date, we have absorbed these additional costs into our agreed energy supply rates. In light of the significant and ongoing situation, it is regretfully unsustainable for us to continue to absorb these additional costs.

We’re getting in touch with you as your energy consumption for the period 10/02/2020 to 09/08/2022 is significantly different from your estimated yearly consumption. Consequently, we are writing to advise you of some additional reconciliation fees you will receive in your next bill and the options available to help you mitigate the impact of these charges.
What are Reconciliation Fees?
At the start of your contract, we set your agreed supply rates based on the estimated yearly consumption figures that you provide us. We purchase energy based on these consumption figures to ensure you get a competitive price in line with available market rates at that time, giving you certainty over your energy prices for the duration of your contract.

In clause 11 of our Business Terms & Conditions, we advise Corporate Business customers that there is a reconciliation fee that will be incurred if your consumption is outside the range of 90/110% of your estimated yearly energy usage.  This charge reflects the additional costs incurred if we have to balance your energy requirements outside of this tolerance range, either purchasing the shortfall from the market or selling the surplus energy at a price different to that when the contract was agreed. The reconciliation charges we calculate use the actual market prices observed during the period of the calculation. Many business energy suppliers have similar clauses in their contracts.

What this means for you
As your energy consumption for the period is outside of your contracted tolerance limit of 90/110, your account is due to incur a reconciliation fee of £330.84. These charges will be applied to your next bill.""

My wife wrote to complain, we did not receive an acknowledgement.
Their strap line should really read:

""Profiteering to Make a bad situation worse"""
"[(0, 0.012851554), (1, 0.013096325), (2, 0.012887915), (3, 0.93530774), (4, 0.012848084), (5, 0.01300841)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(0, 0.012851552), (1, 0.013088289), (2, 0.01288791), (3, 0.9353158), (4, 0.012848082), (5, 0.0130083915)]",,Great company to deal with. Would definitely recommend to anyone looking to switch their business energy supply.
"[(3, 0.9738637)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(3, 0.97386354)]",,"Energy Gain designed and installed solar panel system for BFM Europe Limited. The company was professional from the start of the project, supplying all risk assessments and documentation on time for the project. The project when to plan without any issues and is now delivering a 87.5% reduction in summer day time energy usage."
"[(3, 0.9779419)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(3, 0.97794193)]",,"I couldn’t recommend Energy Gain UK high enough.  We had a system installed pre-Covid and I had an issue with my meter readings.  I spoke to a gentlemen called Mike last week and he couldn’t of been more helpful.  His knowledge was fantastic, and we got to the bottom of the problem over the phone.  I enjoyed the interaction and I’m glad we took the leap when we did, especially with the current energy prices."
"[(3, 0.9635985)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(3, 0.9635978)]",,Energy Gain have  installed solar  panels to two of our premises. From time to time we have asked them to provide back up when problems arose and they always carried out this work in a timely and efficient manner. I highly recommend them.
"[(0, 0.010469515), (1, 0.010462885), (2, 0.010452539), (3, 0.010482156), (4, 0.010499171), (5, 0.94763374)]","(5, '0.009*""energy"" + 0.008*""time"" + 0.006*""service"" + 0.006*""lovely"" + 0.006*""great""')","[(0, 0.010469508), (1, 0.010462879), (2, 0.010452535), (3, 0.010482123), (4, 0.010495927), (5, 0.947637)]",,"I have used Crown Energy to obtain costs and manage the installation of two electrical supplies and always found them (particularly Rheann), very good."
"[(4, 0.9559179)]","(4, '0.023*""staff"" + 0.020*""helpful"" + 0.017*""recycling"" + 0.014*""well"" + 0.012*""waste""')","[(4, 0.9559164)]",,"New gas connections can be a real challenge coordinating everything to happen in sync, have used Crown Energy for this and they have made it very straight forward and delivered professionally. Thank you!!"
"[(0, 0.03348485), (1, 0.03369902), (2, 0.0337327), (3, 0.83211374), (4, 0.033504996), (5, 0.033464696)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(0, 0.03348482), (1, 0.033687565), (2, 0.03373732), (3, 0.8321206), (4, 0.03350496), (5, 0.033464678)]",,Very good expertise and a pleasure to deal with
"[(0, 0.018665768), (1, 0.018559197), (2, 0.018529618), (3, 0.018614803), (4, 0.37152508), (5, 0.5541056)]","(5, '0.009*""energy"" + 0.008*""time"" + 0.006*""service"" + 0.006*""lovely"" + 0.006*""great""')","[(0, 0.018665722), (1, 0.018559197), (2, 0.018529618), (3, 0.018614803), (4, 0.3715258), (5, 0.55410486)]",,The help centre was extremely helpful in changing my energy supplier successfullly.
"[(0, 0.92402714), (1, 0.015176873), (2, 0.015201427), (3, 0.015213351), (4, 0.015188708), (5, 0.015192476)]","(0, '0.013*""place"" + 0.008*""great"" + 0.008*""staff"" + 0.008*""friendly"" + 0.005*""bjj""')","[(0, 0.92402726), (1, 0.015176871), (2, 0.015201379), (3, 0.01521335), (4, 0.015188707), (5, 0.015192476)]",,"Offered smart meter, live balances happy to have a UK app and energy payments."
"[(0, 0.018562619), (1, 0.018688018), (2, 0.018690253), (3, 0.9065367), (4, 0.018832462), (5, 0.018689997)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(0, 0.018562615), (1, 0.018688003), (2, 0.018690238), (3, 0.9065424), (4, 0.01882678), (5, 0.018689983)]",,"Great energy supplier, Hugo was very helpful to us, would recommend them."
"[(5, 0.97669005)]","(5, '0.009*""energy"" + 0.008*""time"" + 0.006*""service"" + 0.006*""lovely"" + 0.006*""great""')","[(5, 0.97668797)]",,"That time of the year when I start looking online for my eleccy renewal for my business and home. Usually spend an hour or two looking, but this time I thought I'd try bulldog as was recommended from a friend. Was a much easier process as I spoke to one of their staff and was called back with some decent quotes for me to choose from. Saved time and money..."
"[(5, 0.9601374)]","(5, '0.009*""energy"" + 0.008*""time"" + 0.006*""service"" + 0.006*""lovely"" + 0.006*""great""')","[(5, 0.96013695)]",,"This beautiful mosque is a gift to us from ALLAH.spacious, comfortable, clean, big car park and a large community Hall with kitchen.and of course Madrasah for the religious education for our future generations."
"[(0, 0.023816528), (1, 0.023850314), (2, 0.024094708), (3, 0.88024837), (4, 0.02406604), (5, 0.023923993)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(0, 0.023816528), (1, 0.023850318), (2, 0.024100268), (3, 0.8802428), (4, 0.024066087), (5, 0.023924008)]",,A very clean masjid and follows covid regulations.well done
"[(0, 0.012846557), (1, 0.01285727), (2, 0.012963508), (3, 0.9352404), (4, 0.013163024), (5, 0.012929286)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(0, 0.012846558), (1, 0.012857273), (2, 0.012963507), (3, 0.9352255), (4, 0.013177854), (5, 0.01292929)]",,"Great Mosque that welcomes everyone, excellent praying facilities for both men and women, and has a fantastic community ethos."
"[(2, 0.96362895)]","(2, '0.017*""great"" + 0.012*""good"" + 0.011*""tour"" + 0.010*""staff"" + 0.010*""recommend""')","[(2, 0.96362853)]",,The only nearby mosque in Stockport town area. Small mosque but cold accommodate good number of attendees. 2 Shifts for Jumaa 12.30 & 1.30 pm during winter; 1.30 & 2.30pm during summer. Parkings are limited -on surrounding areas.
"[(2, 0.96193457)]","(2, '0.017*""great"" + 0.012*""good"" + 0.011*""tour"" + 0.010*""staff"" + 0.010*""recommend""')","[(2, 0.96193236)]",,"Fantastic mosque, nice wudu section and toilets were clean and well kept. Gets full quickly on Jummah though, so arrive early for the 12:20 Jama'at. If you miss it, there's another Jama'at at 1:20."
"[(4, 0.97117174)]","(4, '0.023*""staff"" + 0.020*""helpful"" + 0.017*""recycling"" + 0.014*""well"" + 0.012*""waste""')","[(4, 0.9711696)]",,Beautiful mosque funded by the community of uk muslims that took decades to build but ran by numpties just like the many other JTI establishments no focus on actual education of the masses or practicality but more so on how to get people to donate. Waste of potential but great to look at if your in the area.
"[(0, 0.012936012), (1, 0.012916466), (2, 0.012914723), (3, 0.013158695), (4, 0.9351891), (5, 0.012884942)]","(4, '0.023*""staff"" + 0.020*""helpful"" + 0.017*""recycling"" + 0.014*""well"" + 0.012*""waste""')","[(0, 0.012936015), (1, 0.01291647), (2, 0.012914726), (3, 0.013162381), (4, 0.93518543), (5, 0.012884945)]",,Architectural nice mosque and decor is lovely too.imam very knowledgeable and friendly congregation. Very enjoyable and rewarding experience
"[(0, 0.012894907), (1, 0.012946775), (2, 0.01297235), (3, 0.012997519), (4, 0.01294893), (5, 0.9352395)]","(5, '0.009*""energy"" + 0.008*""time"" + 0.006*""service"" + 0.006*""lovely"" + 0.006*""great""')","[(0, 0.01289492), (1, 0.012946802), (2, 0.012972388), (3, 0.013008915), (4, 0.012948958), (5, 0.93522805)]",,"Lovely Bangladeshi community Masjid with clean facilities. No chatting, calm and quiet atmosphere. Really peaceful"
"[(0, 0.033417307), (1, 0.03346407), (2, 0.033481278), (3, 0.03336565), (4, 0.83288574), (5, 0.033385973)]","(4, '0.023*""staff"" + 0.020*""helpful"" + 0.017*""recycling"" + 0.014*""well"" + 0.012*""waste""')","[(0, 0.03341731), (1, 0.033463728), (2, 0.033481527), (3, 0.033365645), (4, 0.83288586), (5, 0.033385966)]",,Masha'Allah. Nice and clean Mosque
"[(0, 0.04195702), (1, 0.042100094), (2, 0.042262614), (3, 0.04182985), (4, 0.04230651), (5, 0.7895439)]","(5, '0.009*""energy"" + 0.008*""time"" + 0.006*""service"" + 0.006*""lovely"" + 0.006*""great""')","[(0, 0.04195703), (1, 0.042100098), (2, 0.04226264), (3, 0.04182985), (4, 0.042307254), (5, 0.7895431)]",,Good Prayer Services
"[(0, 0.015162658), (1, 0.015160207), (2, 0.015158193), (3, 0.0153169315), (4, 0.9239577), (5, 0.015244368)]","(4, '0.023*""staff"" + 0.020*""helpful"" + 0.017*""recycling"" + 0.014*""well"" + 0.012*""waste""')","[(0, 0.015162655), (1, 0.015160204), (2, 0.01515819), (3, 0.015316427), (4, 0.9239581), (5, 0.015244365)]",,"Mashallah, true commitment shown to provide excellent facilities for local Muslim Community"
"[(0, 0.020926004), (1, 0.02087047), (2, 0.8948905), (3, 0.021067588), (4, 0.02130268), (5, 0.020942744)]","(2, '0.017*""great"" + 0.012*""good"" + 0.011*""tour"" + 0.010*""staff"" + 0.010*""recommend""')","[(0, 0.020925988), (1, 0.020870456), (2, 0.8949314), (3, 0.021067226), (4, 0.021262243), (5, 0.020942694)]",,Good masjid with tidy and great imams in it...I loved it..
